iter	Passed	Remaining
211	1653	6146
212	1661	6137
213	1668	6127
214	1675	6118
215	1683	6109
216	1690	6100
217	1697	6090
218	1705	6081
219	1712	6072
220	1720	6063
221	1727	6054
222	1735	6045
223	1742	6036
224	1750	6029
225	1759	6025
226	1767	6018
227	1774	6009
228	1782	6001
229	1790	5993
230	1797	5984
231	1804	5974
232	1812	5966
233	1819	5957
234	1827	5948
235	1834	5938
236	1842	5930
237	1849	5920
238	1856	5911
239	1864	5902
240	1871	5893
241	1878	5884
242	1885	5875
243	1893	5865
244	1901	5860
245	1910	5854
246	1917	5845
247	1924	5836
248	1932	5827
249	1939	5818
250	1947	5810
251	1956	5806
252	1963	5797
253	1970	5788
254	1978	5779
255	1985	5770
256	1993	5761
257	2000	5752
258	2007	5744
259	2015	5736
260	2022	5726
261	2029	5717
262	2037	5709
263	2045	5703
264	2054	5698
265	2062	5690
266	2069	5681
267	2077	5673
268	2084	5664
269	2091	5656
270	2099	5646
271	2106	5638
272	2113	5628
273	2120	5619
274	2128	5611
275	2136	5603
276	2143	5594
277	2150	5585
278	2158	5577
279	2165	5568
280	2172	5559
281	2180	5551
282	2187	5542
283	2194	5533
284	2202	5524
285	2209	5516
286	2217	5508
287	2222	5494
288	2229	5485
289	2237	5477
290	2244	5467
291	2252	5462
292	2262	5459
293	2271	5455
294	2281	5452
295	2293	5454
296	2304	5453
297	2313	5449
298	2322	5444
299	2331	5440
300	2341	5437
301	2350	5432
302	2359	5428
303	2368	5423
304	2377	5418
305	2386	5413
306	2394	5404
307	2401	5395
308	2408	5386
309	2416	5378
310	2423	5368
311	2430	5359
312	2438	5352
313	2446	5343
314	2453	5335
315	2460	5326
316	2468	5317
317	2475	5308
318	2482	5300
319	2490	5291
320	2497	5283
321	2504	5274
322	2512	5265
323	2519	5256
324	2526	5247
325	2534	5239
326	2541	5230
327	2549	5223
328	2556	5214
329	2564	5205
330	2571	5197
331	2578	5188
332	2586	5180
333	2593	5171
334	2600	5162
335	2608	5154
336	2615	5145
337	2623	5137
338	2630	5129
339	2637	5120
340	2645	5111
341	2652	5102
342	2659	5094
343	2666	5085
344	2674	5077
345	2682	5069
346	2691	5064
347	2698	5056
348	2706	5048
349	2713	5039
350	2721	5031
351	2728	5022
352	2735	5014
353	2743	5005
354	2750	4997
355	2757	4989
356	2765	4980
357	2772	4972
358	2780	4964
359	2788	4956
360	2796	4949
361	2803	4940
362	2810	4931
363	2817	4923
364	2824	4914
365	2833	4907
366	2840	4899
367	2850	4894
368	2857	4886
369	2862	4874
370	2869	4865
371	2877	4857
372	2884	4848
373	2891	4839
374	2898	4831
375	2906	4822
376	2913	4814
377	2923	4809
378	2935	4809
379	2943	4802
380	2950	4794
381	2958	4786
382	2966	4778
383	2973	4770
384	2980	4761
385	2988	4754
386	2996	4745
387	3003	4737
388	3010	4728
389	3018	4720
390	3025	4712
391	3033	4704
392	3040	4695
393	3047	4686
394	3054	4677
395	3061	4669
396	3069	4662
397	3077	4654
398	3086	4649
399	3094	4641
400	3101	4632
401	3108	4624
402	3116	4616
403	3123	4607
404	3131	4600
405	3138	4591
406	3145	4582
407	3152	4574
408	3160	4566
409	3167	4558
410	3174	4549
411	3181	4541
412	3189	4533
413	3197	4525
414	3204	4517
415	3211	4509
416	3219	4500
417	3227	4493
418	3234	4485
419	3242	4477
420	3249	4468
421	3257	4461
422	3265	4455
423	3273	4446
424	3280	4437
425	3287	4429
426	3294	4421
427	3302	4413
428	3309	4405
429	3316	4395
430	3322	4386
431	3331	4380
432	3339	4372
433	3348	4366
434	3357	4361
435	3367	4356
436	3376	4350
437	3383	4342
438	3391	4334
439	3398	4325
440	3406	4317
441	3413	4309
442	3418	4298
443	3427	4291
444	3435	4284
445	3442	4276
446	3450	4268
447	3457	4260
448	3465	4252
449	3476	4248
450	3483	4240
451	3492	4233
452	3499	4225
453	3507	4218
454	3514	4209
455	3519	4199
456	3526	4190
457	3534	4182
458	3541	4174
459	3548	4166
460	3557	4159
461	3564	4150
462	3571	4142
463	3579	4134
464	3586	4126
465	3593	4118
466	3599	4108
467	3604	4097
468	3609	4086
469	3615	4077
470	3621	4067
471	3628	4058
472	3633	4048
473	3641	4040
474	3647	4030
475	3654	4022
476	3661	4014
477	3667	4005
478	3675	3997
479	3682	3989
480	3690	3981
481	3695	3971
482	3702	3963
483	3710	3955
484	3717	3947
485	3724	3939
486	3731	3931
487	3739	3923
488	3747	3915
489	3754	3908
490	3762	3900
491	3769	3892
492	3777	3884
493	3783	3875
494	3791	3867
495	3798	3860
496	3806	3852
497	3813	3843
498	3820	3835
499	3828	3828
500	3833	3818
501	3840	3810
502	3848	3802
503	3855	3793
504	3861	3785
505	3871	3779
506	3878	3771
507	3885	3763
508	3893	3755
509	3898	3745
510	3903	3735
511	3909	3725
512	3914	3716
513	3920	3707
514	3928	3699
515	3935	3691
516	3943	3683
517	3948	3673
518	3955	3665
519	3962	3657
520	3970	3650
521	3975	3640
522	3980	3630
523	3987	3622
524	3995	3614
525	4003	3607
526	4011	3600
527	4019	3592
528	4026	3585
529	4033	3577
530	4041	3569
531	4048	3561
532	4056	3553
533	4063	3546
534	4070	3538
535	4078	3530
536	4085	3522
537	4090	3513
538	4098	3505
539	4104	3496
540	4111	3488
541	4118	3480
542	4126	3472
543	4133	3464
544	4138	3455
545	4144	3445
546	4149	3436
547	4154	3426
548	4160	3417
549	4165	3407
550	4170	3398
551	4175	3388
552	4180	3379
553	4188	3371
554	4194	3362
555	4199	3353
556	4205	3344
557	4210	3335
558	4215	3325
559	4221	3316
560	4226	3307
561	4231	3297
562	4237	3288
563	4243	3280
564	4248	3271
565	4255	3263
566	4261	3254
567	4266	3245
568	4272	3235
569	4277	3226
570	4282	3217
571	4289	3209
572	4295	3200
573	4300	3191
574	4305	3182
575	4310	3172
576	4316	3164
577	4322	3155
578	4327	3146
579	4332	3137
580	4337	3128
581	4342	3118
582	4347	3109
583	4353	3100
584	4358	3091
585	4363	3082
586	4368	3073
587	4373	3064
588	4378	3055
589	4383	3046
590	4388	3037
591	4394	3028
592	4399	3019
593	4404	3010
594	4409	3001
595	4414	2992
596	4419	2983
597	4425	2975
598	4431	2966
599	4436	2957
600	4442	2949
601	4447	2940
602	4452	2931
603	4457	2922
604	4464	2914
605	4470	2906
606	4475	2897
607	4480	2888
608	4485	2880
609	4491	2871
610	4496	2862
611	4501	2853
612	4506	2845
613	4511	2836
614	4516	2827
615	4521	2818
616	4526	2810
617	4531	2801
618	4537	2792
619	4542	2783
620	4547	2775
621	4552	2766
622	4557	2757
623	4562	2748
624	4567	2740
625	4572	2731
626	4577	2722
627	4582	2714
628	4587	2705
629	4594	2698
630	4600	2690
631	4605	2681
632	4610	2673
633	4615	2664
634	4621	2656
635	4626	2647
636	4631	2639
637	4636	2630
638	4641	2622
639	4648	2614
640	4653	2606
641	4658	2598
642	4664	2589
643	4669	2581
644	4674	2572
645	4679	2564
646	4684	2555
647	4689	2547
648	4694	2539
649	4699	2530
650	4705	2522
651	4710	2514
652	4715	2505
653	4720	2497
654	4726	2489
655	4731	2481
656	4736	2473
657	4742	2464
658	4747	2456
659	4752	2448
660	4758	2440
661	4763	2431
662	4768	2423
663	4773	2415
664	4778	2407
665	4784	2399
666	4789	2391
667	4794	2383
668	4799	2374
669	4804	2366
670	4809	2358
671	4815	2350
672	4820	2342
673	4825	2333
674	4830	2325
675	4835	2317
676	4840	2309
677	4845	2301
678	4850	2293
679	4855	2285
680	4861	2277
681	4866	2268
682	4871	2260
683	4876	2252
684	4882	2245
685	4888	2237
686	4895	2230
687	4900	2222
688	4905	2214
689	4910	2206
690	4915	2198
691	4921	2190
692	4926	2182
693	4931	2174
694	4936	2166
695	4941	2158
696	4946	2150
697	4952	2142
698	4957	2134
699	4962	2126
700	4967	2118
701	4972	2110
702	4977	2103
703	4983	2095
704	4988	2087
705	4993	2079
706	4998	2071
707	5004	2063
708	5009	2055
709	5014	2048
710	5019	2040
711	5024	2032
712	5029	2024
713	5037	2017
714	5042	2009
715	5047	2002
716	5053	1994
717	5058	1986
718	5063	1979
719	5068	1971
720	5073	1963
721	5078	1955
722	5084	1947
723	5089	1940
724	5094	1932
725	5099	1924
726	5104	1916
727	5109	1909
728	5115	1901
729	5120	1893
730	5125	1886
731	5130	1878
732	5135	1870
733	5140	1862
734	5145	1855
735	5150	1847
736	5155	1839
737	5161	1832
738	5166	1824
739	5171	1816
740	5176	1809
741	5182	1801
742	5187	1794
743	5192	1786
744	5197	1779
745	5202	1771
746	5207	1763
747	5212	1756
748	5219	1749
749	5224	1741
750	5229	1733
751	5234	1726
752	5239	1718
753	5244	1711
754	5249	1703
755	5254	1695
756	5259	1688
757	5264	1680
758	5270	1673
759	5275	1665
760	5280	1658
761	5285	1650
762	5290	1643
763	5295	1635
764	5301	1628
765	5306	1620
766	5311	1613
767	5316	1606
768	5321	1598
769	5326	1591
770	5333	1584
771	5340	1577
772	5346	1570
773	5351	1562
774	5356	1555
775	5361	1547
776	5366	1540
777	5372	1532
778	5377	1525
779	5382	1518
780	5387	1510
781	5392	1503
782	5397	1495
783	5402	1488
784	5408	1481
785	5415	1474
786	5420	1467
787	5427	1460
788	5433	1453
789	5438	1445
790	5443	1438
791	5449	1431
792	5454	1423
793	5459	1416
794	5465	1409
795	5470	1401
796	5475	1394
797	5480	1387
798	5486	1380
799	5491	1372
800	5496	1365
801	5502	1358
802	5507	1351
803	5512	1343
804	5517	1336
805	5523	1329
806	5528	1322
807	5533	1314
808	5538	1307
809	5543	1300
810	5550	1293
811	5557	1286
812	5564	1279
813	5569	1272
814	5574	1265
815	5579	1258
816	5585	1251
817	5590	1243
818	5595	1236
819	5600	1229
820	5605	1222
821	5611	1215
822	5616	1207
823	5621	1200
824	5626	1193
825	5632	1186
826	5637	1179
827	5643	1172
828	5648	1165
829	5653	1157
830	5658	1150
831	5664	1143
832	5669	1136
833	5674	1129
834	5679	1122
835	5684	1115
836	5691	1108
837	5697	1101
838	5702	1094
839	5708	1087
840	5713	1080
841	5718	1073
842	5724	1066
843	5729	1059
844	5734	1051
845	5740	1044
846	5745	1037
847	5750	1030
848	5755	1023
849	5761	1016
850	5766	1009
851	5771	1002
852	5777	995
853	5782	988
854	5787	981
855	5793	974
856	5798	967
857	5803	960
858	5809	953
859	5816	946
860	5821	939
861	5826	932
862	5831	925
863	5837	918
864	5842	911
865	5847	904
866	5853	897
867	5858	890
868	5863	883
869	5868	876
870	5874	870
871	5879	863
872	5885	856
873	5890	849
874	5895	842
875	5900	835
876	5906	828
877	5911	821
878	5916	814
879	5922	807
880	5927	800
881	5932	793
882	5937	786
883	5943	779
884	5948	772
885	5954	766
886	5960	759
887	5965	752
888	5970	745
889	5976	738
890	5981	731
891	5986	724
892	5992	718
893	5997	711
894	6003	704
895	6008	697
896	6013	690
897	6019	683
898	6026	677
899	6033	670
900	6038	663
901	6044	656
902	6049	649
903	6054	642
904	6060	636
905	6065	629
906	6070	622
907	6076	615
908	6081	608
909	6086	601
910	6091	595
911	6097	588
912	6102	581
913	6108	574
914	6113	567
915	6118	561
916	6124	554
917	6129	547
918	6134	540
919	6139	533
920	6145	527
921	6150	520
922	6155	513
923	6160	506
924	6166	499
925	6171	493
926	6177	486
927	6182	479
928	6187	472
929	6193	466
930	6199	459
931	6206	452
932	6212	446
933	6217	439
934	6222	432
935	6228	425
936	6233	419
937	6238	412
938	6243	405
939	6249	398
940	6254	392
941	6260	385
942	6265	378
943	6270	371
944	6275	365
945	6281	358
946	6286	351
947	6292	345
948	6297	338
949	6302	331
950	6308	325
951	6313	318
952	6318	311
953	6324	304
954	6329	298
955	6335	291
956	6341	284
957	6348	278
958	6356	271
959	6363	265
960	6370	258
961	6377	251
962	6384	245
963	6391	238
964	6397	232
965	6404	225
966	6412	218
967	6419	212
968	6426	205
969	6434	198
970	6439	192
971	6444	185
972	6450	178
973	6455	172
974	6461	165
975	6466	159
976	6471	152
977	6476	145
978	6481	139
979	6486	132
980	6493	125
981	6499	119
982	6504	112
983	6509	105
984	6515	99
985	6520	92
986	6525	85
987	6530	79
988	6536	72
989	6541	66
990	6548	59
991	6553	52
992	6559	46
993	6564	39
994	6570	33
995	6576	26
996	6581	19
997	6586	13
998	6594	6
999	6600	0
